code,codeDescription,addressCounty,addressState,patientAge,patientSex,count
C50.811,Malignant neoplasm of overlapping sites of right female breast,York County,SC,65-84,Female,3
C50.811,Malignant neoplasm of overlapping sites of right female breast,York County,SC,85+,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Alcorn County,MS,65-84,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Augusta County,VA,65-84,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Charleston County,SC,45-64,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Duval County,FL,19-44,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Etowah County,AL,65-84,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Halifax County,VA,45-64,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Halifax County,VA,65-84,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Indian River County,FL,65-84,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Madison County,AL,45-64,Female,2
C50.812,Malignant neoplasm of overlapping sites of left female breast,Montgomery County,VA,45-64,Female,2
C50.812,Malignant neoplasm of overlapping sites of left female breast,Montgomery County,VA,65-84,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Natchitoches Parish,LA,19-44,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Newport News City County,VA,19-44,Female,2
C50.812,Malignant neoplasm of overlapping sites of left female breast,Newport News City County,VA,65-84,Female,2
C50.812,Malignant neoplasm of overlapping sites of left female breast,Orangeburg County,SC,45-64,Female,3
C50.812,Malignant neoplasm of overlapping sites of left female breast,Spartanburg County,SC,19-44,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Spartanburg County,SC,45-64,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Spartanburg County,SC,65-84,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Sullivan County,TN,45-64,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,Tallapoosa County,AL,65-84,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,York County,SC,45-64,Female,1
C50.812,Malignant neoplasm of overlapping sites of left female breast,York County,SC,65-84,Female,1
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Anderson County,SC,19-44,Female,1
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Colbert County,AL,19-44,Female,1
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Colbert County,AL,45-64,Female,1
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Colbert County,AL,65-84,Female,1
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Duval County,FL,45-64,Female,1
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Etowah County,AL,45-64,Female,1
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Jefferson County,AL,19-44,Female,1
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Madison County,AL,45-64,Female,1
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Madison County,AL,65-84,Female,2
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Montgomery County,VA,19-44,Female,2
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Montgomery County,VA,45-64,Female,1
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Ouachita Parish,LA,45-64,Female,1
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Roanoke County,VA,45-64,Female,2
C50.819,Malignant neoplasm of overlapping sites of unspecified female breast,Spartanburg County,SC,65-84,Female,3
C50.821,Malignant neoplasm of overlapping sites of right male breast,Greenville County,SC,65-84,Male,4
C50.821,Malignant neoplasm of overlapping sites of right male breast,Greenville County,SC,85+,Male,2
C50.9,Malignant neoplasm of breast of unspecified site,Aiken County,SC,45-64,Male,1
C50.9,Malignant neoplasm of breast of unspecified site,Berkeley County,SC,65-84,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Chester County,SC,65-84,Male,1
C50.9,Malignant neoplasm of breast of unspecified site,Gloucester County,VA,45-64,Female,3
C50.9,Malignant neoplasm of breast of unspecified site,Greenville County,SC,65-84,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Halifax County,VA,45-64,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Halifax County,VA,65-84,Female,2
C50.9,Malignant neoplasm of breast of unspecified site,Hall County,GA,45-64,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Hall County,GA,65-84,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Henrico County,VA,65-84,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Jefferson County,AL,45-64,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Lancaster County,SC,65-84,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Lee County,AL,65-84,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Leon County,FL,19-44,Female,2
C50.9,Malignant neoplasm of breast of unspecified site,Leon County,FL,45-64,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Leon County,FL,65-84,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Lincoln Parish,LA,65-84,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Montgomery County,VA,19-44,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Montgomery County,VA,45-64,Female,3
C50.9,Malignant neoplasm of breast of unspecified site,Montgomery County,VA,65-84,Female,4
C50.9,Malignant neoplasm of breast of unspecified site,Newport News City County,VA,45-64,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Newport News City County,VA,65-84,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Okaloosa County,FL,65-84,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Prince William County,VA,19-44,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Rowan County,NC,65-84,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Spartanburg County,SC,65-84,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Sumter County,SC,45-64,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,Washington County,VA,45-64,Female,1
C50.9,Malignant neoplasm of breast of unspecified site,York County,SC,45-64,Male,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Augusta County,VA,65-84,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Caddo Parish,LA,19-44,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Clay County,FL,45-64,Female,5
C50.91,"Malignant neoplasm of breast of unspecified site, female",Clay County,FL,65-84,Female,16
C50.91,"Malignant neoplasm of breast of unspecified site, female",Duval County,FL,19-44,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Etowah County,AL,45-64,Female,3
C50.91,"Malignant neoplasm of breast of unspecified site, female",Etowah County,AL,65-84,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Giles County,VA,45-64,Male,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Gloucester County,VA,65-84,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Greenville County,SC,45-64,Female,2
C50.91,"Malignant neoplasm of breast of unspecified site, female",Halifax County,VA,45-64,Female,2
C50.91,"Malignant neoplasm of breast of unspecified site, female",Halifax County,VA,65-84,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Haywood County,NC,65-84,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Henrico County,VA,45-64,Female,2
C50.91,"Malignant neoplasm of breast of unspecified site, female",Henrico County,VA,45-64,Male,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Henrico County,VA,65-84,Female,2
C50.91,"Malignant neoplasm of breast of unspecified site, female",Jefferson County,AL,45-64,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Jefferson County,AL,85+,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Lowndes County,GA,45-64,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Madison County,AL,65-84,Female,2
C50.91,"Malignant neoplasm of breast of unspecified site, female",Montgomery County,VA,45-64,Female,3
C50.91,"Malignant neoplasm of breast of unspecified site, female",Montgomery County,VA,65-84,Female,4
C50.91,"Malignant neoplasm of breast of unspecified site, female",Newport News City County,VA,45-64,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Norfolk City County,VA,19-44,Female,4
C50.91,"Malignant neoplasm of breast of unspecified site, female",Norfolk City County,VA,45-64,Female,17
C50.91,"Malignant neoplasm of breast of unspecified site, female",Norfolk City County,VA,65-84,Female,17
C50.91,"Malignant neoplasm of breast of unspecified site, female",Orangeburg County,SC,65-84,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Ouachita Parish,LA,65-84,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Palm Beach County,FL,45-64,Female,2
C50.91,"Malignant neoplasm of breast of unspecified site, female",Pulaski County,VA,65-84,Female,2
C50.91,"Malignant neoplasm of breast of unspecified site, female",Spartanburg County,SC,45-64,Female,7
C50.91,"Malignant neoplasm of breast of unspecified site, female",Spartanburg County,SC,65-84,Female,1
C50.91,"Malignant neoplasm of breast of unspecified site, female",Spotsylvania County,VA,45-64,Female,1
C50.911,Malignant neoplasm of unspecified site of right female breast,Aiken County,SC,19-44,Female,2
C50.911,Malignant neoplasm of unspecified site of right female breast,Aiken County,SC,45-64,Female,12
C50.911,Malignant neoplasm of unspecified site of right female breast,Aiken County,SC,65-84,Female,12
C50.911,Malignant neoplasm of unspecified site of right female breast,Aiken County,SC,85+,Female,1
C50.911,Malignant neoplasm of unspecified site of right female breast,Alcorn County,MS,65-84,Female,1
C50.911,Malignant neoplasm of unspecified site of right female breast,Anderson County,SC,19-44,Female,5
C50.911,Malignant neoplasm of unspecified site of right female breast,Anderson County,SC,45-64,Female,6
C50.911,Malignant neoplasm of unspecified site of right female breast,Anderson County,SC,45-64,Male,1
C50.911,Malignant neoplasm of unspecified site of right female breast,Anderson County,SC,65-84,Female,8
C50.911,Malignant neoplasm of unspecified site of right female breast,Augusta County,VA,19-44,Female,3
C50.911,Malignant neoplasm of unspecified site of right female breast,Augusta County,VA,45-64,Female,8
C50.911,Malignant neoplasm of unspecified site of right female breast,Augusta County,VA,65-84,Female,8
C50.911,Malignant neoplasm of unspecified site of right female breast,Beauregard Parish,LA,45-64,Female,3
C50.911,Malignant neoplasm of unspecified site of right female breast,Beauregard Parish,LA,65-84,Female,3
C50.911,Malignant neoplasm of unspecified site of right female breast,Berkeley County,SC,65-84,Female,1
C50.911,Malignant neoplasm of unspecified site of right female breast,Buncombe County,NC,45-64,Female,1
C50.911,Malignant neoplasm of unspecified site of right female breast,Caddo Parish,LA,65-84,Female,1
C50.911,Malignant neoplasm of unspecified site of right female breast,Chambers County,AL,45-64,Female,1
C50.911,Malignant neoplasm of unspecified site of right female breast,Charleston County,SC,19-44,Female,1
C50.911,Malignant neoplasm of unspecified site of right female breast,Charleston County,SC,45-64,Female,6
C50.911,Malignant neoplasm of unspecified site of right female breast,Charleston County,SC,65-84,Female,6
C50.911,Malignant neoplasm of unspecified site of right female breast,Chester County,SC,65-84,Female,2
C50.911,Malignant neoplasm of unspecified site of right female breast,Clay County,FL,19-44,Female,1
C50.911,Malignant neoplasm of unspecified site of right female breast,Clay County,FL,45-64,Female,9
C50.911,Malignant neoplasm of unspecified site of right female breast,Clay County,FL,65-84,Female,4
C50.911,Malignant neoplasm of unspecified site of right female breast,Coffee County,AL,45-64,Female,4
C50.911,Malignant neoplasm of unspecified site of right female breast,Coffee County,AL,65-84,Female,7
C50.911,Malignant neoplasm of unspecified site of right female breast,Colbert County,AL,19-44,Female,2
C50.911,Malignant neoplasm of unspecified site of right female breast,Colbert County,AL,45-64,Female,5
C50.911,Malignant neoplasm of unspecified site of right female breast,Colbert County,AL,65-84,Female,4
C50.911,Malignant neoplasm of unspecified site of right female breast,Cumberland County,NC,19-44,Female,2
C50.911,Malignant neoplasm of unspecified site of right female breast,Cumberland County,NC,45-64,Female,6
C50.911,Malignant neoplasm of unspecified site of right female breast,Cumberland County,NC,65-84,Female,7
C50.911,Malignant neoplasm of unspecified site of right female breast,Cumberland County,NJ,65-84,Female,1
C50.911,Malignant neoplasm of unspecified site of right female breast,Dallas County,TX,65-84,Female,1
