entryDate,code,codeDescription,fips,addressCounty,count
2022-08-31,C50.911,Malignant neoplasm of unspecified site of right female breast,37159,Rowan County,1
2022-08-31,C50.911,Malignant neoplasm of unspecified site of right female breast,51185,Tazewell County,1
2022-08-31,C50.912,Malignant neoplasm of unspecified site of left female breast,45057,Lancaster County,1
2022-08-31,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1031,Coffee County,1
2022-08-31,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51121,Montgomery County,1
2022-08-31,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51590,Danville City County,1
2022-08-31,C61,Malignant neoplasm of prostate,22123,West Carroll Parish,1
2022-08-31,C61,Malignant neoplasm of prostate,51590,Danville City County,1
2022-08-31,C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",51121,Montgomery County,1
2022-08-31,C67.9,"Malignant neoplasm of bladder, unspecified",51185,Tazewell County,1
2022-09-01,C18,Malignant neoplasm of colon,45019,Charleston County,1
2022-09-01,C18.2,Malignant neoplasm of ascending colon,22079,Rapides Parish,1
2022-09-01,C18.4,Malignant neoplasm of transverse colon,45083,Spartanburg County,1
2022-09-01,C18.7,Malignant neoplasm of sigmoid colon,22079,Rapides Parish,1
2022-09-01,C18.9,"Malignant neoplasm of colon, unspecified",22097,St. Landry Parish,1
2022-09-01,C18.9,"Malignant neoplasm of colon, unspecified",22123,West Carroll Parish,1
2022-09-01,C25,Malignant neoplasm of pancreas,22097,St. Landry Parish,1
2022-09-01,C25.3,Malignant neoplasm of pancreatic duct,45019,Charleston County,1
2022-09-01,C25.9,"Malignant neoplasm of pancreas, unspecified",22097,St. Landry Parish,1
2022-09-01,C25.9,"Malignant neoplasm of pancreas, unspecified",45083,Spartanburg County,1
2022-09-01,C34,Malignant neoplasm of bronchus and lung,22097,St. Landry Parish,1
2022-09-01,C34.12,"Malignant neoplasm of upper lobe, left bronchus or lung",22073,Ouachita Parish,1
2022-09-01,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1081,Lee County,1
2022-09-01,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22017,Caddo Parish,2
2022-09-01,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22097,St. Landry Parish,1
2022-09-01,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,5
2022-09-01,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,22017,Caddo Parish,1
2022-09-01,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,22097,St. Landry Parish,1
2022-09-01,C43,Malignant melanoma of skin,45083,Spartanburg County,2
2022-09-01,C43.9,"Malignant melanoma of skin, unspecified",45083,Spartanburg County,1
2022-09-01,C50,Malignant neoplasm of breast,22097,St. Landry Parish,1
2022-09-01,C50,Malignant neoplasm of breast,45071,Newberry County,1
2022-09-01,C50,Malignant neoplasm of breast,45083,Spartanburg County,4
2022-09-01,C50.211,Malignant neoplasm of upper-inner quadrant of right female breast,22097,St. Landry Parish,1
2022-09-01,C50.911,Malignant neoplasm of unspecified site of right female breast,12031,Duval County,1
2022-09-01,C50.911,Malignant neoplasm of unspecified site of right female breast,22073,Ouachita Parish,1
2022-09-01,C50.911,Malignant neoplasm of unspecified site of right female breast,51121,Montgomery County,2
2022-09-01,C50.912,Malignant neoplasm of unspecified site of left female breast,22073,Ouachita Parish,1
2022-09-01,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1081,Lee County,1
2022-09-01,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51121,Montgomery County,4
2022-09-01,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51161,Roanoke County,1
2022-09-01,C54.1,Malignant neoplasm of endometrium,1081,Lee County,1
2022-09-01,C54.1,Malignant neoplasm of endometrium,22097,St. Landry Parish,1
2022-09-01,C61,Malignant neoplasm of prostate,45007,Anderson County,1
2022-09-01,C61,Malignant neoplasm of prostate,45083,Spartanburg County,1
2022-09-01,C61,Malignant neoplasm of prostate,51121,Montgomery County,1
2022-09-01,C61,Malignant neoplasm of prostate,51143,Pittsylvania County,1
2022-09-01,C64.2,"Malignant neoplasm of left kidney, except renal pelvis",22097,St. Landry Parish,1
2022-09-01,C67.9,"Malignant neoplasm of bladder, unspecified",22017,Caddo Parish,1
2022-09-01,C67.9,"Malignant neoplasm of bladder, unspecified",22097,St. Landry Parish,1
2022-09-01,C73,Malignant neoplasm of thyroid gland,12031,Duval County,1
2022-09-01,C85.10,"Unspecified B-cell lymphoma, unspecified site",22097,St. Landry Parish,1
2022-09-01,C91.1,Chronic lymphocytic leukemia of B-cell type,22123,West Carroll Parish,1
2022-09-01,C92.A0,"Acute myeloid leukemia with multilineage dysplasia, not having achieved remission",45083,Spartanburg County,1
2022-09-02,C18,Malignant neoplasm of colon,22079,Rapides Parish,1
2022-09-02,C18,Malignant neoplasm of colon,45045,Greenville County,2
2022-09-02,C18.2,Malignant neoplasm of ascending colon,45045,Greenville County,1
2022-09-02,C18.4,Malignant neoplasm of transverse colon,45045,Greenville County,1
2022-09-02,C25.1,Malignant neoplasm of body of pancreas,22073,Ouachita Parish,2
2022-09-02,C25.9,"Malignant neoplasm of pancreas, unspecified",45045,Greenville County,1
2022-09-02,C25.9,"Malignant neoplasm of pancreas, unspecified",45083,Spartanburg County,1
2022-09-02,C34.12,"Malignant neoplasm of upper lobe, left bronchus or lung",22073,Ouachita Parish,1
2022-09-02,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,1
2022-09-02,C50,Malignant neoplasm of breast,45083,Spartanburg County,2
2022-09-02,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,22097,St. Landry Parish,1
2022-09-02,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45045,Greenville County,1
2022-09-02,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51121,Montgomery County,1
2022-09-02,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51161,Roanoke County,1
2022-09-02,C61,Malignant neoplasm of prostate,1073,Jefferson County,1
2022-09-02,C61,Malignant neoplasm of prostate,22097,St. Landry Parish,1
2022-09-02,C61,Malignant neoplasm of prostate,45083,Spartanburg County,3
2022-09-02,C61,Malignant neoplasm of prostate,51023,Botetourt County,1
2022-09-02,C61,Malignant neoplasm of prostate,51121,Montgomery County,1
2022-09-02,C67.9,"Malignant neoplasm of bladder, unspecified",22073,Ouachita Parish,1
2022-09-02,C67.9,"Malignant neoplasm of bladder, unspecified",22097,St. Landry Parish,1
2022-09-02,C67.9,"Malignant neoplasm of bladder, unspecified",45021,Cherokee County,1
2022-09-02,C67.9,"Malignant neoplasm of bladder, unspecified",51071,Giles County,1
2022-09-02,C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,45083,Spartanburg County,1
2022-09-03,C18.2,Malignant neoplasm of ascending colon,45019,Charleston County,1
2022-09-03,C18.9,"Malignant neoplasm of colon, unspecified",22123,West Carroll Parish,1
2022-09-03,C18.9,"Malignant neoplasm of colon, unspecified",51161,Roanoke County,1
2022-09-03,C25.2,Malignant neoplasm of tail of pancreas,45019,Charleston County,1
2022-09-03,C43,Malignant melanoma of skin,51087,Henrico County,1
2022-09-03,C43.9,"Malignant melanoma of skin, unspecified",51087,Henrico County,1
2022-09-03,C50,Malignant neoplasm of breast,37087,Haywood County,1
2022-09-03,C50,Malignant neoplasm of breast,51087,Henrico County,1
2022-09-03,C50.911,Malignant neoplasm of unspecified site of right female breast,45019,Charleston County,1
2022-09-03,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45019,Charleston County,1
2022-09-03,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45045,Greenville County,1
2022-09-03,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45083,Spartanburg County,2
2022-09-03,C61,Malignant neoplasm of prostate,51087,Henrico County,1
2022-09-04,C18.4,Malignant neoplasm of transverse colon,45045,Greenville County,1
2022-09-04,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,2
2022-09-04,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45091,York County,1
2022-09-04,C43,Malignant melanoma of skin,45083,Spartanburg County,1
2022-09-04,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51087,Henrico County,1
2022-09-04,C54.1,Malignant neoplasm of endometrium,51153,Prince William County,1
2022-09-04,C92.5,Acute myelomonocytic leukemia,45083,Spartanburg County,2
2022-09-05,C18.1,Malignant neoplasm of appendix,45083,Spartanburg County,1
2022-09-05,C18.9,"Malignant neoplasm of colon, unspecified",1081,Lee County,1
2022-09-05,C18.9,"Malignant neoplasm of colon, unspecified",51121,Montgomery County,1
2022-09-05,C34.12,"Malignant neoplasm of upper lobe, left bronchus or lung",45021,Cherokee County,1
2022-09-05,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,1
2022-09-05,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51700,Newport News City County,1
2022-09-05,C50,Malignant neoplasm of breast,45021,Cherokee County,1
2022-09-05,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45021,Cherokee County,1
2022-09-05,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45083,Spartanburg County,1
2022-09-05,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51700,Newport News City County,1
2022-09-05,C54.1,Malignant neoplasm of endometrium,45021,Cherokee County,1
2022-09-05,C54.1,Malignant neoplasm of endometrium,51700,Newport News City County,2
2022-09-05,C67.9,"Malignant neoplasm of bladder, unspecified",45045,Greenville County,5
2022-09-05,C67.9,"Malignant neoplasm of bladder, unspecified",45083,Spartanburg County,1
2022-09-06,C18,Malignant neoplasm of colon,12061,Indian River County,1
2022-09-06,C18.2,Malignant neoplasm of ascending colon,45019,Charleston County,2
2022-09-06,C18.9,"Malignant neoplasm of colon, unspecified",12031,Duval County,1
2022-09-06,C18.9,"Malignant neoplasm of colon, unspecified",45083,Spartanburg County,1
2022-09-06,C25.0,Malignant neoplasm of head of pancreas,1073,Jefferson County,2
2022-09-06,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45045,Greenville County,1
2022-09-06,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51191,Washington County,1
2022-09-06,C43,Malignant melanoma of skin,45019,Charleston County,2
2022-09-06,C43,Malignant melanoma of skin,51121,Montgomery County,1
2022-09-06,C50,Malignant neoplasm of breast,51087,Henrico County,1
2022-09-06,C50.91,"Malignant neoplasm of breast of unspecified site, female",51121,Montgomery County,1
2022-09-06,C50.911,Malignant neoplasm of unspecified site of right female breast,12031,Duval County,1
2022-09-06,C50.911,Malignant neoplasm of unspecified site of right female breast,51121,Montgomery County,1
2022-09-06,C50.912,Malignant neoplasm of unspecified site of left female breast,12031,Duval County,1
2022-09-06,C50.912,Malignant neoplasm of unspecified site of left female breast,45085,Sumter County,3
2022-09-06,C50.912,Malignant neoplasm of unspecified site of left female breast,51121,Montgomery County,2
2022-09-06,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,12061,Indian River County,1
2022-09-06,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,22097,St. Landry Parish,1
2022-09-06,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51121,Montgomery County,1
2022-09-06,C54.1,Malignant neoplasm of endometrium,1089,Madison County,1
2022-09-06,C61,Malignant neoplasm of prostate,45045,Greenville County,1
2022-09-06,C61,Malignant neoplasm of prostate,51590,Danville City County,1
2022-09-06,C64.1,"Malignant neoplasm of right kidney, except renal pelvis",45051,Horry County,1
2022-09-06,C67.9,"Malignant neoplasm of bladder, unspecified",45083,Spartanburg County,1
2022-09-06,C73,Malignant neoplasm of thyroid gland,12019,Clay County,1
2022-09-07,C18,Malignant neoplasm of colon,51143,Pittsylvania County,1
2022-09-07,C18.1,Malignant neoplasm of appendix,1055,Etowah County,2
2022-09-07,C18.6,Malignant neoplasm of descending colon,1073,Jefferson County,1
2022-09-07,C18.7,Malignant neoplasm of sigmoid colon,1055,Etowah County,2
2022-09-07,C18.9,"Malignant neoplasm of colon, unspecified",1055,Etowah County,2
2022-09-07,C18.9,"Malignant neoplasm of colon, unspecified",22069,Natchitoches Parish,1
2022-09-07,C18.9,"Malignant neoplasm of colon, unspecified",45045,Greenville County,1
2022-09-07,C25.0,Malignant neoplasm of head of pancreas,1033,Colbert County,1
2022-09-07,C25.7,Malignant neoplasm of other parts of pancreas,51087,Henrico County,1
2022-09-07,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",45083,Spartanburg County,1
2022-09-07,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22073,Ouachita Parish,1
2022-09-07,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51121,Montgomery County,1
2022-09-07,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51191,Washington County,2
2022-09-07,C43,Malignant melanoma of skin,1081,Lee County,1
2022-09-07,C43,Malignant melanoma of skin,22097,St. Landry Parish,1
2022-09-07,C43,Malignant melanoma of skin,45083,Spartanburg County,1
2022-09-07,C50,Malignant neoplasm of breast,1081,Lee County,1
2022-09-07,C50,Malignant neoplasm of breast,45085,Sumter County,1
2022-09-07,C50.911,Malignant neoplasm of unspecified site of right female breast,1073,Jefferson County,1
2022-09-07,C50.911,Malignant neoplasm of unspecified site of right female breast,45083,Spartanburg County,1
2022-09-07,C50.911,Malignant neoplasm of unspecified site of right female breast,45085,Sumter County,1
2022-09-07,C50.912,Malignant neoplasm of unspecified site of left female breast,45085,Sumter County,3
2022-09-07,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,12031,Duval County,1
2022-09-07,C61,Malignant neoplasm of prostate,45045,Greenville County,2
2022-09-07,C61,Malignant neoplasm of prostate,51121,Montgomery County,1
2022-09-07,C64.1,"Malignant neoplasm of right kidney, except renal pelvis",1033,Colbert County,1
2022-09-07,C64.1,"Malignant neoplasm of right kidney, except renal pelvis",12001,Alachua County,1
2022-09-07,C67.9,"Malignant neoplasm of bladder, unspecified",51700,Newport News City County,3
2022-09-07,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",51121,Montgomery County,1
2022-09-07,C85.98,"Non-Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",22097,St. Landry Parish,1
2022-09-07,C91.1,Chronic lymphocytic leukemia of B-cell type,51121,Montgomery County,1
2022-09-08,C18.1,Malignant neoplasm of appendix,1055,Etowah County,2
2022-09-08,C18.3,Malignant neoplasm of hepatic flexure,1055,Etowah County,1
2022-09-08,C18.3,Malignant neoplasm of hepatic flexure,51121,Montgomery County,1
2022-09-08,C18.9,"Malignant neoplasm of colon, unspecified",22123,West Carroll Parish,2
2022-09-08,C18.9,"Malignant neoplasm of colon, unspecified",45051,Horry County,1
2022-09-08,C18.9,"Malignant neoplasm of colon, unspecified",51121,Montgomery County,2
2022-09-08,C25.9,"Malignant neoplasm of pancreas, unspecified",1073,Jefferson County,1
